date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2022-01-25,Suffolk,Chelsea,65-74 Years,2092,2493,2194,1423,,299
2022-01-25,Suffolk,Chelsea,75+ Years,1471,1676,1451,996,,225
2022-01-25,Suffolk,Chelsea,Total,36918,36974,30129,10600,,6845
2022-01-25,Suffolk,Revere,5-11 Years,4263,1759,1106,1,,653
2022-01-25,Suffolk,Revere,12-15 Years,2613,2377,2036,107,,341
2022-01-25,Suffolk,Revere,16-19 Years,2844,2598,2194,484,,404
2022-01-25,Suffolk,Revere,20-29 Years,8303,8465,6976,1742,,1489
2022-01-25,Suffolk,Revere,30-49 Years,17705,17966,15494,5043,,2472
2022-01-25,Suffolk,Revere,50-64 Years,12184,11095,9865,4827,,1230
2022-01-25,Suffolk,Revere,65-74 Years,5047,4731,4235,2767,,496
2022-01-25,Suffolk,Revere,75+ Years,4312,3471,2987,2044,,484
2022-01-25,Suffolk,Revere,Total,60849,52462,44893,17015,,7569
2022-01-25,Middlesex,Newton,5-11 Years,7107,6617,5825,2,,792
2022-01-25,Middlesex,Newton,12-15 Years,4932,5956,5333,2075,,623
2022-01-25,Middlesex,Newton,16-19 Years,8329,5851,5005,2958,,846
2022-01-25,Middlesex,Newton,20-29 Years,12487,10716,8687,4583,,2029
2022-01-25,Middlesex,Newton,30-49 Years,19706,22706,19916,13218,,2790
2022-01-25,Middlesex,Newton,50-64 Years,17494,19896,17722,13237,,2174
2022-01-25,Middlesex,Newton,65-74 Years,9938,11566,10137,8048,,1429
2022-01-25,Middlesex,Newton,75+ Years,7438,8614,7551,6171,,1063
2022-01-25,Middlesex,Newton,Total,91690,91924,80176,50292,,11748
2022-01-25,Norfolk,Wellesley,5-11 Years,2692,2212,1855,1,,357
2022-01-25,Norfolk,Wellesley,12-15 Years,1831,2010,1846,610,,164
2022-01-25,Norfolk,Wellesley,16-19 Years,3319,2409,1966,1154,,443
2022-01-25,Norfolk,Wellesley,20-29 Years,4462,3586,2626,1350,,960
2022-01-25,Norfolk,Wellesley,30-49 Years,5413,5349,4754,3297,,595
2022-01-25,Norfolk,Wellesley,50-64 Years,5510,6054,5443,4241,,611
2022-01-25,Norfolk,Wellesley,65-74 Years,2621,2583,2214,1782,,369
2022-01-25,Norfolk,Wellesley,75+ Years,2135,2368,2071,1696,,297
2022-01-25,Norfolk,Wellesley,Total,29713,26573,22775,14131,,3798
2022-02-01,Suffolk,Chelsea,5-11 Years,3144,1619,886,0,,733
2022-02-01,Suffolk,Chelsea,12-15 Years,1768,2068,1687,128,,381
2022-02-01,Suffolk,Chelsea,16-19 Years,1762,2142,1638,321,,504
2022-02-01,Suffolk,Chelsea,20-29 Years,6170,6609,5171,1234,,1438
2022-02-01,Suffolk,Chelsea,30-49 Years,11744,13685,11292,3792,,2393
2022-02-01,Suffolk,Chelsea,50-64 Years,5861,6944,5943,3007,,1001
2022-02-01,Suffolk,Chelsea,65-74 Years,2092,2502,2197,1442,,305
2022-02-01,Suffolk,Chelsea,75+ Years,1471,1678,1452,1007,,226
2022-02-01,Suffolk,Chelsea,Total,36918,37248,30266,10931,,6982
2022-02-01,Suffolk,Revere,5-11 Years,4263,1838,1216,2,,622
2022-02-01,Suffolk,Revere,12-15 Years,2613,2403,2057,153,,346
2022-02-01,Suffolk,Revere,16-19 Years,2844,2615,2210,526,,405
2022-02-01,Suffolk,Revere,20-29 Years,8303,8540,7016,1857,,1524
2022-02-01,Suffolk,Revere,30-49 Years,17705,18080,15551,5306,,2529
2022-02-01,Suffolk,Revere,50-64 Years,12184,11130,9883,5018,,1247
2022-02-01,Suffolk,Revere,65-74 Years,5047,4739,4238,2818,,501
2022-02-01,Suffolk,Revere,75+ Years,4312,3483,2993,2072,,490
2022-02-01,Suffolk,Revere,Total,60849,52828,45164,17752,,7664
2022-02-01,Middlesex,Newton,5-11 Years,7107,6661,5939,4,,722
2022-02-01,Middlesex,Newton,12-15 Years,4932,5957,5345,2330,,612
2022-02-01,Middlesex,Newton,16-19 Years,8329,5872,5020,3049,,852
2022-02-01,Middlesex,Newton,20-29 Years,12487,10775,8706,4695,,2069
2022-02-01,Middlesex,Newton,30-49 Years,19706,22774,19945,13355,,2829
2022-02-01,Middlesex,Newton,50-64 Years,17494,19917,17738,13354,,2179
2022-02-01,Middlesex,Newton,65-74 Years,9938,11553,10137,8072,,1416
2022-02-01,Middlesex,Newton,75+ Years,7438,8613,7554,6202,,1059
2022-02-01,Middlesex,Newton,Total,91690,92124,80384,51061,,11740
2022-02-01,Norfolk,Wellesley,5-11 Years,2692,2226,1891,1,,335
2022-02-01,Norfolk,Wellesley,12-15 Years,1831,2006,1845,722,,161
2022-02-01,Norfolk,Wellesley,16-19 Years,3319,2438,1970,1182,,468
2022-02-01,Norfolk,Wellesley,20-29 Years,4462,3621,2632,1373,,989
2022-02-01,Norfolk,Wellesley,30-49 Years,5413,5353,4756,3331,,597
2022-02-01,Norfolk,Wellesley,50-64 Years,5510,6052,5443,4264,,609
2022-02-01,Norfolk,Wellesley,65-74 Years,2621,2581,2216,1794,,365
2022-02-01,Norfolk,Wellesley,75+ Years,2135,2370,2072,1702,,298
2022-02-01,Norfolk,Wellesley,Total,29713,26649,22825,14369,,3824
2022-02-08,Suffolk,Chelsea,5-11 Years,3144,1694,982,0,,712
2022-02-08,Suffolk,Chelsea,12-15 Years,1768,2086,1709,162,,377
2022-02-08,Suffolk,Chelsea,16-19 Years,1762,2162,1660,342,,502
2022-02-08,Suffolk,Chelsea,20-29 Years,6170,6663,5222,1289,,1441
2022-02-08,Suffolk,Chelsea,30-49 Years,11744,13778,11369,3981,,2409
2022-02-08,Suffolk,Chelsea,50-64 Years,5861,6971,5956,3090,,1015
2022-02-08,Suffolk,Chelsea,65-74 Years,2092,2506,2202,1455,,304
2022-02-08,Suffolk,Chelsea,75+ Years,1471,1679,1452,1013,,227
2022-02-08,Suffolk,Chelsea,Total,36918,37540,30552,11332,,6988
2022-02-08,Suffolk,Revere,5-11 Years,4263,1889,1339,3,,550
2022-02-08,Suffolk,Revere,12-15 Years,2613,2421,2078,179,,343
2022-02-08,Suffolk,Revere,16-19 Years,2844,2633,2227,560,,406
2022-02-08,Suffolk,Revere,20-29 Years,8303,8615,7073,1959,,1542
2022-02-08,Suffolk,Revere,30-49 Years,17705,18195,15641,5528,,2554
2022-02-08,Suffolk,Revere,50-64 Years,12184,11153,9905,5153,,1248
2022-02-08,Suffolk,Revere,65-74 Years,5047,4739,4237,2863,,502
2022-02-08,Suffolk,Revere,75+ Years,4312,3483,2992,2095,,491
2022-02-08,Suffolk,Revere,Total,60849,53128,45492,18340,,7636
2022-02-08,Middlesex,Newton,5-11 Years,7107,6688,6029,4,,659
2022-02-08,Middlesex,Newton,12-15 Years,4932,5989,5367,2458,,622
2022-02-08,Middlesex,Newton,16-19 Years,8329,5902,5029,3103,,873
2022-02-08,Middlesex,Newton,20-29 Years,12487,10837,8737,4782,,2100
2022-02-08,Middlesex,Newton,30-49 Years,19706,22796,19961,13450,,2835
2022-02-08,Middlesex,Newton,50-64 Years,17494,19930,17754,13424,,2176
2022-02-08,Middlesex,Newton,65-74 Years,9938,11548,10139,8105,,1409
2022-02-08,Middlesex,Newton,75+ Years,7438,8616,7557,6236,,1059
2022-02-08,Middlesex,Newton,Total,91690,92308,80573,51562,,11735
2022-02-08,Norfolk,Wellesley,5-11 Years,2692,2231,1930,1,,301
2022-02-08,Norfolk,Wellesley,12-15 Years,1831,2005,1848,766,,157
2022-02-08,Norfolk,Wellesley,16-19 Years,3319,2466,1975,1220,,491
2022-02-08,Norfolk,Wellesley,20-29 Years,4462,3629,2629,1389,,1000
2022-02-08,Norfolk,Wellesley,30-49 Years,5413,5354,4753,3343,,601
2022-02-08,Norfolk,Wellesley,50-64 Years,5510,6047,5445,4282,,602
2022-02-08,Norfolk,Wellesley,65-74 Years,2621,2576,2215,1797,,361
2022-02-08,Norfolk,Wellesley,75+ Years,2135,2371,2071,1704,,300
2022-02-08,Norfolk,Wellesley,Total,29713,26681,22866,14502,,3815
2022-02-15,Suffolk,Chelsea,5-11 Years,3144,1767,1089,0,,678
2022-02-15,Suffolk,Chelsea,12-15 Years,1768,2123,1742,201,,381
2022-02-15,Suffolk,Chelsea,16-19 Years,1762,2183,1679,365,,504
2022-02-15,Suffolk,Chelsea,20-29 Years,6170,6711,5280,1348,,1431
2022-02-15,Suffolk,Chelsea,30-49 Years,11744,13837,11421,4118,,2416
2022-02-15,Suffolk,Chelsea,50-64 Years,5861,6985,5967,3190,,1018
2022-02-15,Suffolk,Chelsea,65-74 Years,2092,2507,2209,1475,,298
2022-02-15,Suffolk,Chelsea,75+ Years,1471,1673,1453,1026,,220
2022-02-15,Suffolk,Chelsea,Total,36918,37787,30840,11723,,6947
2022-02-15,Suffolk,Revere,5-11 Years,4263,1963,1451,3,,512
2022-02-15,Suffolk,Revere,12-15 Years,2613,2441,2110,210,,331
2022-02-15,Suffolk,Revere,16-19 Years,2844,2646,2250,607,,396
2022-02-15,Suffolk,Revere,20-29 Years,8303,8670,7114,2045,,1556
2022-02-15,Suffolk,Revere,30-49 Years,17705,18316,15721,5718,,2595
2022-02-15,Suffolk,Revere,50-64 Years,12184,11179,9924,5302,,1255
2022-02-15,Suffolk,Revere,65-74 Years,5047,4748,4244,2893,,504
2022-02-15,Suffolk,Revere,75+ Years,4312,3480,2998,2123,,482
2022-02-15,Suffolk,Revere,Total,60849,53443,45812,18901,,7631
2022-02-15,Middlesex,Newton,5-11 Years,7107,6728,6143,6,,585
2022-02-15,Middlesex,Newton,12-15 Years,4932,5999,5385,2538,,614
2022-02-15,Middlesex,Newton,16-19 Years,8329,5936,5032,3154,,904
2022-02-15,Middlesex,Newton,20-29 Years,12487,10895,8748,4858,,2147
2022-02-15,Middlesex,Newton,30-49 Years,19706,22836,19984,13570,,2852
2022-02-15,Middlesex,Newton,50-64 Years,17494,19952,17778,13513,,2174
2022-02-15,Middlesex,Newton,65-74 Years,9938,11559,10147,8129,,1412
2022-02-15,Middlesex,Newton,75+ Years,7438,8611,7553,6256,,1058
2022-02-15,Middlesex,Newton,Total,91690,92518,80770,52024,,11748
2022-02-15,Norfolk,Wellesley,5-11 Years,2692,2238,1955,1,,283
2022-02-15,Norfolk,Wellesley,12-15 Years,1831,2009,1853,788,,156
2022-02-15,Norfolk,Wellesley,16-19 Years,3319,2480,1977,1230,,503
2022-02-15,Norfolk,Wellesley,20-29 Years,4462,3639,2633,1399,,1006
2022-02-15,Norfolk,Wellesley,30-49 Years,5413,5360,4759,3361,,601
2022-02-15,Norfolk,Wellesley,50-64 Years,5510,6044,5448,4298,,596
2022-02-15,Norfolk,Wellesley,65-74 Years,2621,2575,2214,1798,,361
2022-02-15,Norfolk,Wellesley,75+ Years,2135,2367,2068,1709,,299
2022-02-15,Norfolk,Wellesley,Total,29713,26714,22907,14584,,3807
2022-02-22,Suffolk,Chelsea,5-11 Years,3144,1849,1160,0,,689
2022-02-22,Suffolk,Chelsea,12-15 Years,1768,2148,1763,233,,385
2022-02-22,Suffolk,Chelsea,16-19 Years,1762,2200,1691,385,,509
2022-02-22,Suffolk,Chelsea,20-29 Years,6170,6745,5331,1403,,1414
2022-02-22,Suffolk,Chelsea,30-49 Years,11744,13881,11456,4256,,2425
2022-02-22,Suffolk,Chelsea,50-64 Years,5861,7005,5981,3258,,1024
2022-02-22,Suffolk,Chelsea,65-74 Years,2092,2511,2212,1501,,299
2022-02-22,Suffolk,Chelsea,75+ Years,1471,1671,1451,1031,,220
2022-02-22,Suffolk,Chelsea,Total,36918,38011,31045,12067,,6966
2022-02-22,Suffolk,Revere,5-11 Years,4263,2006,1501,3,,505
2022-02-22,Suffolk,Revere,12-15 Years,2613,2463,2131,237,,332
2022-02-22,Suffolk,Revere,16-19 Years,2844,2666,2269,638,,397
2022-02-22,Suffolk,Revere,20-29 Years,8303,8729,7163,2134,,1566
2022-02-22,Suffolk,Revere,30-49 Years,17705,18395,15778,5915,,2617
2022-02-22,Suffolk,Revere,50-64 Years,12184,11192,9942,5405,,1250
2022-02-22,Suffolk,Revere,65-74 Years,5047,4745,4245,2933,,500
2022-02-22,Suffolk,Revere,75+ Years,4312,3482,3004,2146,,478
2022-02-22,Suffolk,Revere,Total,60849,53678,46033,19411,,7645
2022-02-22,Middlesex,Newton,5-11 Years,7107,6758,6183,7,,575
2022-02-22,Middlesex,Newton,12-15 Years,4932,6012,5388,2589,,624
2022-02-22,Middlesex,Newton,16-19 Years,8329,5940,5040,3182,,900
2022-02-22,Middlesex,Newton,20-29 Years,12487,10909,8756,4905,,2153
2022-02-22,Middlesex,Newton,30-49 Years,19706,22855,19994,13648,,2861
2022-02-22,Middlesex,Newton,50-64 Years,17494,19949,17777,13558,,2172
2022-02-22,Middlesex,Newton,65-74 Years,9938,11562,10150,8147,,1412
2022-02-22,Middlesex,Newton,75+ Years,7438,8615,7561,6278,,1054
2022-02-22,Middlesex,Newton,Total,91690,92602,80849,52314,,11753
2022-02-22,Norfolk,Wellesley,5-11 Years,2692,2244,1970,1,,274
2022-02-22,Norfolk,Wellesley,12-15 Years,1831,2014,1863,813,,151
2022-02-22,Norfolk,Wellesley,16-19 Years,3319,2488,1983,1243,,505
2022-02-22,Norfolk,Wellesley,20-29 Years,4462,3651,2643,1415,,1008
2022-02-22,Norfolk,Wellesley,30-49 Years,5413,5361,4765,3383,,596
2022-02-22,Norfolk,Wellesley,50-64 Years,5510,6042,5448,4307,,594
2022-02-22,Norfolk,Wellesley,65-74 Years,2621,2575,2217,1805,,358
2022-02-22,Norfolk,Wellesley,75+ Years,2135,2365,2069,1716,,296
2022-02-22,Norfolk,Wellesley,Total,29713,26742,22958,14683,,3784
2022-03-01,Suffolk,Chelsea,5-11 Years,3144,1905,1206,0,,699
2022-03-01,Suffolk,Chelsea,12-15 Years,1768,2163,1769,249,,394
2022-03-01,Suffolk,Chelsea,16-19 Years,1762,2210,1697,398,,513
2022-03-01,Suffolk,Chelsea,20-29 Years,6170,6774,5355,1447,,1419
2022-03-01,Suffolk,Chelsea,30-49 Years,11744,13913,11477,4347,,2436
2022-03-01,Suffolk,Chelsea,50-64 Years,5861,7014,5983,3301,,1031
2022-03-01,Suffolk,Chelsea,65-74 Years,2092,2507,2212,1510,,295
2022-03-01,Suffolk,Chelsea,75+ Years,1471,1670,1454,1036,,216
2022-03-01,Suffolk,Chelsea,Total,36918,38157,31153,12288,,7004
2022-03-01,Suffolk,Revere,5-11 Years,4263,2047,1539,3,,508
2022-03-01,Suffolk,Revere,12-15 Years,2613,2474,2144,268,,330
2022-03-01,Suffolk,Revere,16-19 Years,2844,2667,2279,671,,388
2022-03-01,Suffolk,Revere,20-29 Years,8303,8749,7210,2219,,1539
2022-03-01,Suffolk,Revere,30-49 Years,17705,18414,15815,6103,,2599
2022-03-01,Suffolk,Revere,50-64 Years,12184,11182,9960,5489,,1222
2022-03-01,Suffolk,Revere,65-74 Years,5047,4728,4247,2983,,481
2022-03-01,Suffolk,Revere,75+ Years,4312,3471,3008,2169,,463
2022-03-01,Suffolk,Revere,Total,60849,53732,46202,19905,,7530
2022-03-01,Middlesex,Newton,5-11 Years,7107,6772,6205,7,,567
2022-03-01,Middlesex,Newton,12-15 Years,4932,6012,5393,2629,,619
2022-03-01,Middlesex,Newton,16-19 Years,8329,5939,5046,3206,,893
2022-03-01,Middlesex,Newton,20-29 Years,12487,10925,8767,4946,,2158
2022-03-01,Middlesex,Newton,30-49 Years,19706,22869,20012,13727,,2857
2022-03-01,Middlesex,Newton,50-64 Years,17494,19949,17785,13616,,2164
2022-03-01,Middlesex,Newton,65-74 Years,9938,11559,10160,8167,,1399
2022-03-01,Middlesex,Newton,75+ Years,7438,8613,7563,6284,,1050
2022-03-01,Middlesex,Newton,Total,91690,92640,80931,52582,,11709
2022-03-01,Norfolk,Wellesley,5-11 Years,2692,2246,1980,1,,266
2022-03-01,Norfolk,Wellesley,12-15 Years,1831,2014,1871,829,,143
2022-03-01,Norfolk,Wellesley,16-19 Years,3319,2492,1987,1253,,505
2022-03-01,Norfolk,Wellesley,20-29 Years,4462,3661,2650,1435,,1011
2022-03-01,Norfolk,Wellesley,30-49 Years,5413,5366,4771,3400,,595
2022-03-01,Norfolk,Wellesley,50-64 Years,5510,6041,5452,4318,,589
2022-03-01,Norfolk,Wellesley,65-74 Years,2621,2571,2217,1814,,354
2022-03-01,Norfolk,Wellesley,75+ Years,2135,2363,2070,1721,,293
2022-03-01,Norfolk,Wellesley,Total,29713,26756,22998,14771,,3758
2022-03-08,Suffolk,Chelsea,5-11 Years,3144,1957,1266,0,,691
2022-03-08,Suffolk,Chelsea,12-15 Years,1768,2181,1791,267,,390
2022-03-08,Suffolk,Chelsea,16-19 Years,1762,2222,1709,417,,513
2022-03-08,Suffolk,Chelsea,20-29 Years,6170,6798,5372,1481,,1426
2022-03-08,Suffolk,Chelsea,30-49 Years,11744,13935,11508,4421,,2427
2022-03-08,Suffolk,Chelsea,50-64 Years,5861,7023,5987,3339,,1036
2022-03-08,Suffolk,Chelsea,65-74 Years,2092,2510,2210,1519,,300
2022-03-08,Suffolk,Chelsea,75+ Years,1471,1671,1455,1043,,216
2022-03-08,Suffolk,Chelsea,Total,36918,38298,31298,12487,,7000
2022-03-08,Suffolk,Revere,5-11 Years,4263,2077,1618,3,,459
2022-03-08,Suffolk,Revere,12-15 Years,2613,2479,2151,284,,328
2022-03-08,Suffolk,Revere,16-19 Years,2844,2685,2292,688,,393
2022-03-08,Suffolk,Revere,20-29 Years,8303,8773,7233,2257,,1540
2022-03-08,Suffolk,Revere,30-49 Years,17705,18431,15842,6175,,2589
2022-03-08,Suffolk,Revere,50-64 Years,12184,11192,9970,5560,,1222
2022-03-08,Suffolk,Revere,65-74 Years,5047,4727,4248,3000,,479
2022-03-08,Suffolk,Revere,75+ Years,4312,3466,3011,2184,,455
2022-03-08,Suffolk,Revere,Total,60849,53830,46365,20151,,7465
2022-03-08,Middlesex,Newton,5-11 Years,7107,6799,6231,7,,568
2022-03-08,Middlesex,Newton,12-15 Years,4932,6022,5402,2675,,620
2022-03-08,Middlesex,Newton,16-19 Years,8329,5941,5046,3233,,895
2022-03-08,Middlesex,Newton,20-29 Years,12487,10932,8768,4960,,2164
2022-03-08,Middlesex,Newton,30-49 Years,19706,22877,20019,13781,,2858
2022-03-08,Middlesex,Newton,50-64 Years,17494,19960,17795,13660,,2165
2022-03-08,Middlesex,Newton,65-74 Years,9938,11548,10159,8183,,1389
2022-03-08,Middlesex,Newton,75+ Years,7438,8612,7567,6296,,1045
2022-03-08,Middlesex,Newton,Total,91690,92693,80987,52795,,11706
2022-03-08,Norfolk,Wellesley,5-11 Years,2692,2249,1983,1,,266
2022-03-08,Norfolk,Wellesley,12-15 Years,1831,2013,1872,841,,141
2022-03-08,Norfolk,Wellesley,16-19 Years,3319,2492,1990,1262,,502
2022-03-08,Norfolk,Wellesley,20-29 Years,4462,3645,2644,1446,,1001
2022-03-08,Norfolk,Wellesley,30-49 Years,5413,5367,4772,3418,,595
2022-03-08,Norfolk,Wellesley,50-64 Years,5510,6044,5452,4325,,592
2022-03-08,Norfolk,Wellesley,65-74 Years,2621,2573,2219,1817,,354
2022-03-08,Norfolk,Wellesley,75+ Years,2135,2363,2071,1726,,292
2022-03-08,Norfolk,Wellesley,Total,29713,26748,23003,14836,,3745
2022-03-15,Suffolk,Chelsea,5-11 Years,3144,1998,1328,0,,670
2022-03-15,Suffolk,Chelsea,12-15 Years,1768,2191,1795,285,,396
2022-03-15,Suffolk,Chelsea,16-19 Years,1762,2233,1712,426,,521
2022-03-15,Suffolk,Chelsea,20-29 Years,6170,6814,5387,1502,,1427
2022-03-15,Suffolk,Chelsea,30-49 Years,11744,13959,11528,4489,,2431
2022-03-15,Suffolk,Chelsea,50-64 Years,5861,7029,5993,3371,,1036
2022-03-15,Suffolk,Chelsea,65-74 Years,2092,2511,2212,1532,,299
2022-03-15,Suffolk,Chelsea,75+ Years,1471,1671,1457,1046,,214
2022-03-15,Suffolk,Chelsea,Total,36918,38407,31412,12651,,6995
2022-03-15,Suffolk,Revere,5-11 Years,4263,2112,1656,4,,456
2022-03-15,Suffolk,Revere,12-15 Years,2613,2483,2162,303,,321
2022-03-15,Suffolk,Revere,16-19 Years,2844,2691,2300,712,,391
2022-03-15,Suffolk,Revere,20-29 Years,8303,8787,7238,2291,,1549
2022-03-15,Suffolk,Revere,30-49 Years,17705,18451,15869,6260,,2582
2022-03-15,Suffolk,Revere,50-64 Years,12184,11197,9974,5608,,1223
2022-03-15,Suffolk,Revere,65-74 Years,5047,4727,4253,3016,,474
2022-03-15,Suffolk,Revere,75+ Years,4312,3465,3012,2203,,453
2022-03-15,Suffolk,Revere,Total,60849,53913,46464,20397,,7449
2022-03-15,Middlesex,Newton,5-11 Years,7107,6807,6244,7,,563
2022-03-15,Middlesex,Newton,12-15 Years,4932,6026,5407,2704,,619
2022-03-15,Middlesex,Newton,16-19 Years,8329,5940,5047,3252,,893
2022-03-15,Middlesex,Newton,20-29 Years,12487,10936,8765,4978,,2171
2022-03-15,Middlesex,Newton,30-49 Years,19706,22862,20007,13827,,2855
2022-03-15,Middlesex,Newton,50-64 Years,17494,19949,17802,13686,,2147
2022-03-15,Middlesex,Newton,65-74 Years,9938,11542,10161,8194,,1381
2022-03-15,Middlesex,Newton,75+ Years,7438,8605,7569,6309,,1036
2022-03-15,Middlesex,Newton,Total,91690,92669,81002,52957,,11667
2022-03-15,Norfolk,Wellesley,5-11 Years,2692,2254,1987,1,,267
2022-03-15,Norfolk,Wellesley,12-15 Years,1831,2017,1873,855,,144
2022-03-15,Norfolk,Wellesley,16-19 Years,3319,2504,1994,1279,,510
2022-03-15,Norfolk,Wellesley,20-29 Years,4462,3644,2643,1454,,1001
2022-03-15,Norfolk,Wellesley,30-49 Years,5413,5370,4775,3428,,595
2022-03-15,Norfolk,Wellesley,50-64 Years,5510,6040,5454,4334,,586
2022-03-15,Norfolk,Wellesley,65-74 Years,2621,2574,2219,1819,,355
2022-03-15,Norfolk,Wellesley,75+ Years,2135,2363,2073,1730,,290
2022-03-15,Norfolk,Wellesley,Total,29713,26768,23018,14900,,3750
2022-03-22,Suffolk,Chelsea,5-11 Years,3144,2022,1376,0,,646
2022-03-22,Suffolk,Chelsea,12-15 Years,1768,2197,1810,298,,387
2022-03-22,Suffolk,Chelsea,16-19 Years,1762,2237,1717,440,,520
2022-03-22,Suffolk,Chelsea,20-29 Years,6170,6830,5393,1533,,1437
2022-03-22,Suffolk,Chelsea,30-49 Years,11744,13964,11545,4542,,2419
2022-03-22,Suffolk,Chelsea,50-64 Years,5861,7034,5991,3403,,1043
2022-03-22,Suffolk,Chelsea,65-74 Years,2092,2511,2215,1540,,296
2022-03-22,Suffolk,Chelsea,75+ Years,1471,1671,1457,1051,,214
2022-03-22,Suffolk,Chelsea,Total,36918,38467,31504,12807,,6963
2022-03-22,Suffolk,Revere,5-11 Years,4263,2139,1682,4,,457
2022-03-22,Suffolk,Revere,12-15 Years,2613,2493,2176,316,,317
2022-03-22,Suffolk,Revere,16-19 Years,2844,2694,2307,730,,387
2022-03-22,Suffolk,Revere,20-29 Years,8303,8805,7253,2322,,1552
2022-03-22,Suffolk,Revere,30-49 Years,17705,18470,15884,6315,,2586
2022-03-22,Suffolk,Revere,50-64 Years,12184,11202,9978,5672,,1224
2022-03-22,Suffolk,Revere,65-74 Years,5047,4725,4256,3035,,469
2022-03-22,Suffolk,Revere,75+ Years,4312,3466,3015,2213,,451
2022-03-22,Suffolk,Revere,Total,60849,53994,46551,20607,,7443
2022-03-22,Middlesex,Newton,5-11 Years,7107,6817,6271,7,,546
2022-03-22,Middlesex,Newton,12-15 Years,4932,6039,5415,2734,,624
2022-03-22,Middlesex,Newton,16-19 Years,8329,5928,5045,3271,,883
2022-03-22,Middlesex,Newton,20-29 Years,12487,10929,8763,5009,,2166
2022-03-22,Middlesex,Newton,30-49 Years,19706,22836,20015,13886,,2821
2022-03-22,Middlesex,Newton,50-64 Years,17494,19916,17807,13741,,2109
2022-03-22,Middlesex,Newton,65-74 Years,9938,11526,10159,8228,,1367
2022-03-22,Middlesex,Newton,75+ Years,7438,8595,7571,6338,,1024
2022-03-22,Middlesex,Newton,Total,91690,92588,81046,53214,,11542
2022-03-22,Norfolk,Wellesley,5-11 Years,2692,2258,1995,1,,263
2022-03-22,Norfolk,Wellesley,12-15 Years,1831,2020,1873,866,,147
2022-03-22,Norfolk,Wellesley,16-19 Years,3319,2510,1994,1285,,516
2022-03-22,Norfolk,Wellesley,20-29 Years,4462,3647,2643,1464,,1004
2022-03-22,Norfolk,Wellesley,30-49 Years,5413,5373,4775,3436,,598
2022-03-22,Norfolk,Wellesley,50-64 Years,5510,6039,5452,4341,,587
2022-03-22,Norfolk,Wellesley,65-74 Years,2621,2573,2218,1820,,355
2022-03-22,Norfolk,Wellesley,75+ Years,2135,2359,2073,1738,,286
2022-03-22,Norfolk,Wellesley,Total,29713,26781,23023,14951,,3758
2022-03-29,Suffolk,Chelsea,5-11 Years,3144,2043,1416,0,,627
2022-03-29,Suffolk,Chelsea,12-15 Years,1768,2207,1819,311,,388
2022-03-29,Suffolk,Chelsea,16-19 Years,1762,2242,1719,451,,523
2022-03-29,Suffolk,Chelsea,20-29 Years,6170,6852,5407,1564,,1445
2022-03-29,Suffolk,Chelsea,30-49 Years,11744,13968,11555,4587,,2413
2022-03-29,Suffolk,Chelsea,50-64 Years,5861,7037,5994,3430,,1043
2022-03-29,Suffolk,Chelsea,65-74 Years,2092,2513,2216,1546,,297
2022-03-29,Suffolk,Chelsea,75+ Years,1471,1670,1460,1058,,210
2022-03-29,Suffolk,Chelsea,Total,36918,38533,31586,12947,,6947
2022-03-29,Suffolk,Revere,5-11 Years,4263,2156,1708,4,,448
2022-03-29,Suffolk,Revere,12-15 Years,2613,2502,2181,328,,321
2022-03-29,Suffolk,Revere,16-19 Years,2844,2698,2313,743,,385
2022-03-29,Suffolk,Revere,20-29 Years,8303,8814,7270,2362,,1544
2022-03-29,Suffolk,Revere,30-49 Years,17705,18477,15898,6393,,2579
2022-03-29,Suffolk,Revere,50-64 Years,12184,11209,9989,5733,,1220
2022-03-29,Suffolk,Revere,65-74 Years,5047,4727,4259,3058,,468
2022-03-29,Suffolk,Revere,75+ Years,4312,3465,3018,2220,,447
2022-03-29,Suffolk,Revere,Total,60849,54048,46636,20841,,7412
2022-03-29,Middlesex,Newton,5-11 Years,7107,6837,6295,7,,542
2022-03-29,Middlesex,Newton,12-15 Years,4932,6026,5410,2782,,616
2022-03-29,Middlesex,Newton,16-19 Years,8329,5917,5050,3295,,867
2022-03-29,Middlesex,Newton,20-29 Years,12487,10946,8776,5044,,2170
2022-03-29,Middlesex,Newton,30-49 Years,19706,22822,20020,13942,,2802
2022-03-29,Middlesex,Newton,50-64 Years,17494,19894,17810,13790,,2084
2022-03-29,Middlesex,Newton,65-74 Years,9938,11502,10163,8266,,1339
2022-03-29,Middlesex,Newton,75+ Years,7438,8585,7575,6364,,1010
2022-03-29,Middlesex,Newton,Total,91690,92531,81099,53490,,11432
2022-03-29,Norfolk,Wellesley,5-11 Years,2692,2259,1996,1,,263
2022-03-29,Norfolk,Wellesley,12-15 Years,1831,2021,1874,878,,147
2022-03-29,Norfolk,Wellesley,16-19 Years,3319,2515,1993,1292,,522
2022-03-29,Norfolk,Wellesley,20-29 Years,4462,3654,2642,1471,,1012
2022-03-29,Norfolk,Wellesley,30-49 Years,5413,5373,4773,3442,,600
2022-03-29,Norfolk,Wellesley,50-64 Years,5510,6040,5452,4351,,588
2022-03-29,Norfolk,Wellesley,65-74 Years,2621,2572,2219,1822,,353
