date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2021-11-16,Suffolk,Chelsea,16-19 Years,1762,1883,1541,,,342
2021-11-16,Suffolk,Chelsea,20-29 Years,6170,5803,4828,,,975
2021-11-16,Suffolk,Chelsea,30-49 Years,11744,12588,10799,,,1789
2021-11-16,Suffolk,Chelsea,50-64 Years,5861,6519,5767,,,752
2021-11-16,Suffolk,Chelsea,65-74 Years,2092,2425,2151,,,274
2021-11-16,Suffolk,Chelsea,75+ Years,1471,1659,1432,,,227
2021-11-16,Suffolk,Chelsea,Total,36918,32893,28039,,,4854
2021-11-16,Suffolk,Revere,5-11 Years,4263,233,0,,,233
2021-11-16,Suffolk,Revere,12-15 Years,2613,2168,1895,,,273
2021-11-16,Suffolk,Revere,16-19 Years,2844,2407,2103,,,304
2021-11-16,Suffolk,Revere,20-29 Years,8303,7713,6643,,,1070
2021-11-16,Suffolk,Revere,30-49 Years,17705,16777,14968,,,1809
2021-11-16,Suffolk,Revere,50-64 Years,12184,10642,9631,,,1011
2021-11-16,Suffolk,Revere,65-74 Years,5047,4714,4184,,,530
2021-11-16,Suffolk,Revere,75+ Years,4312,3392,2913,,,479
2021-11-16,Suffolk,Revere,Total,60849,48046,42337,,,5709
2021-11-16,Middlesex,Newton,5-11 Years,7107,3470,2,,,3468
2021-11-16,Middlesex,Newton,12-15 Years,4932,5661,5093,,,568
2021-11-16,Middlesex,Newton,16-19 Years,8329,5390,4844,,,546
2021-11-16,Middlesex,Newton,20-29 Years,12487,9591,8457,,,1134
2021-11-16,Middlesex,Newton,30-49 Years,19706,21806,19400,,,2406
2021-11-16,Middlesex,Newton,50-64 Years,17494,19565,17417,,,2148
2021-11-16,Middlesex,Newton,65-74 Years,9938,12116,10054,,,2062
2021-11-16,Middlesex,Newton,75+ Years,7438,8778,7470,,,1308
2021-11-16,Middlesex,Newton,Total,91690,86378,72737,,,13641
2021-11-16,Norfolk,Wellesley,5-11 Years,2692,893,2,,,891
2021-11-16,Norfolk,Wellesley,12-15 Years,1831,1934,1757,,,177
2021-11-16,Norfolk,Wellesley,16-19 Years,3319,2184,1902,,,282
2021-11-16,Norfolk,Wellesley,20-29 Years,4462,2949,2461,,,488
2021-11-16,Norfolk,Wellesley,30-49 Years,5413,5240,4676,,,564
2021-11-16,Norfolk,Wellesley,50-64 Years,5510,5983,5365,,,618
2021-11-16,Norfolk,Wellesley,65-74 Years,2621,2708,2179,,,529
2021-11-16,Norfolk,Wellesley,75+ Years,2135,2398,2030,,,368
2021-11-16,Norfolk,Wellesley,Total,29713,24289,20372,,,3917
2021-11-23,Suffolk,Chelsea,5-11 Years,3144,487,0,,,487
2021-11-23,Suffolk,Chelsea,12-15 Years,1768,1803,1533,,,270
2021-11-23,Suffolk,Chelsea,16-19 Years,1762,1898,1546,,,352
2021-11-23,Suffolk,Chelsea,20-29 Years,6170,5865,4871,,,994
2021-11-23,Suffolk,Chelsea,30-49 Years,11744,12707,10849,,,1858
2021-11-23,Suffolk,Chelsea,50-64 Years,5861,6590,5781,,,809
2021-11-23,Suffolk,Chelsea,65-74 Years,2092,2453,2153,,,300
2021-11-23,Suffolk,Chelsea,75+ Years,1471,1656,1424,,,232
2021-11-23,Suffolk,Chelsea,Total,36918,33460,28157,,,5303
2021-11-23,Suffolk,Revere,5-11 Years,4263,563,0,,,563
2021-11-23,Suffolk,Revere,12-15 Years,2613,2192,1908,,,284
2021-11-23,Suffolk,Revere,16-19 Years,2844,2412,2115,,,297
2021-11-23,Suffolk,Revere,20-29 Years,8303,7758,6686,,,1072
2021-11-23,Suffolk,Revere,30-49 Years,17705,16845,15026,,,1819
2021-11-23,Suffolk,Revere,50-64 Years,12184,10721,9660,,,1061
2021-11-23,Suffolk,Revere,65-74 Years,5047,4778,4188,,,590
2021-11-23,Suffolk,Revere,75+ Years,4312,3418,2931,,,487
2021-11-23,Suffolk,Revere,Total,60849,48687,42514,,,6173
2021-11-23,Middlesex,Newton,5-11 Years,7107,4287,8,,,4279
2021-11-23,Middlesex,Newton,12-15 Years,4932,5685,5116,,,569
2021-11-23,Middlesex,Newton,16-19 Years,8329,5407,4850,,,557
2021-11-23,Middlesex,Newton,20-29 Years,12487,9676,8472,,,1204
2021-11-23,Middlesex,Newton,30-49 Years,19706,22068,19494,,,2574
2021-11-23,Middlesex,Newton,50-64 Years,17494,19810,17478,,,2332
2021-11-23,Middlesex,Newton,65-74 Years,9938,12220,10071,,,2149
2021-11-23,Middlesex,Newton,75+ Years,7438,8811,7468,,,1343
2021-11-23,Middlesex,Newton,Total,91690,87965,72957,,,15008
2021-11-23,Norfolk,Wellesley,5-11 Years,2692,1308,2,,,1306
2021-11-23,Norfolk,Wellesley,12-15 Years,1831,1946,1765,,,181
2021-11-23,Norfolk,Wellesley,16-19 Years,3319,2204,1908,,,296
2021-11-23,Norfolk,Wellesley,20-29 Years,4462,2995,2473,,,522
2021-11-23,Norfolk,Wellesley,30-49 Years,5413,5274,4667,,,607
2021-11-23,Norfolk,Wellesley,50-64 Years,5510,6052,5375,,,677
2021-11-23,Norfolk,Wellesley,65-74 Years,2621,2743,2189,,,554
2021-11-23,Norfolk,Wellesley,75+ Years,2135,2412,2031,,,381
2021-11-23,Norfolk,Wellesley,Total,29713,24934,20410,,,4524
2021-11-30,Suffolk,Chelsea,5-11 Years,3144,538,76,,,462
2021-11-30,Suffolk,Chelsea,12-15 Years,1768,1809,1544,,,265
2021-11-30,Suffolk,Chelsea,16-19 Years,1762,1907,1555,,,352
2021-11-30,Suffolk,Chelsea,20-29 Years,6170,5902,4895,,,1007
2021-11-30,Suffolk,Chelsea,30-49 Years,11744,12786,10890,,,1896
2021-11-30,Suffolk,Chelsea,50-64 Years,5861,6649,5795,,,854
2021-11-30,Suffolk,Chelsea,65-74 Years,2092,2479,2158,,,321
2021-11-30,Suffolk,Chelsea,75+ Years,1471,1662,1427,,,235
2021-11-30,Suffolk,Chelsea,Total,36918,33733,28340,,,5393
2021-11-30,Suffolk,Revere,5-11 Years,4263,626,36,,,590
2021-11-30,Suffolk,Revere,12-15 Years,2613,2198,1918,,,280
2021-11-30,Suffolk,Revere,16-19 Years,2844,2418,2125,,,293
2021-11-30,Suffolk,Revere,20-29 Years,8303,7812,6717,,,1095
2021-11-30,Suffolk,Revere,30-49 Years,17705,16942,15078,,,1864
2021-11-30,Suffolk,Revere,50-64 Years,12184,10773,9680,,,1093
2021-11-30,Suffolk,Revere,65-74 Years,5047,4806,4191,,,615
2021-11-30,Suffolk,Revere,75+ Years,4312,3443,2947,,,496
2021-11-30,Suffolk,Revere,Total,60849,49018,42692,,,6326
2021-11-30,Middlesex,Newton,5-11 Years,7107,4554,754,,,3800
2021-11-30,Middlesex,Newton,12-15 Years,4932,5690,5141,,,549
2021-11-30,Middlesex,Newton,16-19 Years,8329,5444,4867,,,577
2021-11-30,Middlesex,Newton,20-29 Years,12487,9815,8496,,,1319
2021-11-30,Middlesex,Newton,30-49 Years,19706,22269,19558,,,2711
2021-11-30,Middlesex,Newton,50-64 Years,17494,19924,17517,,,2407
2021-11-30,Middlesex,Newton,65-74 Years,9938,12277,10074,,,2203
2021-11-30,Middlesex,Newton,75+ Years,7438,8845,7484,,,1361
2021-11-30,Middlesex,Newton,Total,91690,88819,73891,,,14928
2021-11-30,Norfolk,Wellesley,5-11 Years,2692,1630,195,,,1435
2021-11-30,Norfolk,Wellesley,12-15 Years,1831,1950,1771,,,179
2021-11-30,Norfolk,Wellesley,16-19 Years,3319,2221,1902,,,319
2021-11-30,Norfolk,Wellesley,20-29 Years,4462,3031,2479,,,552
2021-11-30,Norfolk,Wellesley,30-49 Years,5413,5309,4686,,,623
2021-11-30,Norfolk,Wellesley,50-64 Years,5510,6080,5376,,,704
2021-11-30,Norfolk,Wellesley,65-74 Years,2621,2756,2186,,,570
2021-11-30,Norfolk,Wellesley,75+ Years,2135,2422,2036,,,386
2021-11-30,Norfolk,Wellesley,Total,29713,25399,20631,,,4768
2021-12-07,Suffolk,Chelsea,5-11 Years,3144,681,159,,,522
2021-12-07,Suffolk,Chelsea,12-15 Years,1768,1841,1555,,,286
2021-12-07,Suffolk,Chelsea,16-19 Years,1762,1921,1560,,,361
2021-12-07,Suffolk,Chelsea,20-29 Years,6170,5970,4947,,,1023
2021-12-07,Suffolk,Chelsea,30-49 Years,11744,12855,10991,,,1864
2021-12-07,Suffolk,Chelsea,50-64 Years,5861,6661,5839,,,822
2021-12-07,Suffolk,Chelsea,65-74 Years,2092,2436,2171,,,265
2021-12-07,Suffolk,Chelsea,75+ Years,1471,1662,1438,,,224
2021-12-07,Suffolk,Chelsea,Total,36918,34028,28660,,,5368
2021-12-07,Suffolk,Revere,5-11 Years,4263,809,165,,,644
2021-12-07,Suffolk,Revere,12-15 Years,2613,2206,1924,,,282
2021-12-07,Suffolk,Revere,16-19 Years,2844,2423,2129,,,294
2021-12-07,Suffolk,Revere,20-29 Years,8303,7836,6758,,,1078
2021-12-07,Suffolk,Revere,30-49 Years,17705,16998,15139,,,1859
2021-12-07,Suffolk,Revere,50-64 Years,12184,10708,9709,,,999
2021-12-07,Suffolk,Revere,65-74 Years,5047,4663,4192,,,471
2021-12-07,Suffolk,Revere,75+ Years,4312,3441,2955,,,486
2021-12-07,Suffolk,Revere,Total,60849,49084,42971,,,6113
2021-12-07,Middlesex,Newton,5-11 Years,7107,5678,3584,,,2094
2021-12-07,Middlesex,Newton,12-15 Years,4932,5714,5177,,,537
2021-12-07,Middlesex,Newton,16-19 Years,8329,5437,4873,,,564
2021-12-07,Middlesex,Newton,20-29 Years,12487,9802,8511,,,1291
2021-12-07,Middlesex,Newton,30-49 Years,19706,22098,19646,,,2452
2021-12-07,Middlesex,Newton,50-64 Years,17494,19762,17534,,,2228
2021-12-07,Middlesex,Newton,65-74 Years,9938,11936,10072,,,1864
2021-12-07,Middlesex,Newton,75+ Years,7438,8811,7490,,,1321
2021-12-07,Middlesex,Newton,Total,91690,89239,76887,,,12352
2021-12-07,Norfolk,Wellesley,5-11 Years,2692,1797,787,,,1010
2021-12-07,Norfolk,Wellesley,12-15 Years,1831,1952,1781,,,171
2021-12-07,Norfolk,Wellesley,16-19 Years,3319,2225,1908,,,317
2021-12-07,Norfolk,Wellesley,20-29 Years,4462,3032,2493,,,539
2021-12-07,Norfolk,Wellesley,30-49 Years,5413,5221,4685,,,536
2021-12-07,Norfolk,Wellesley,50-64 Years,5510,6017,5388,,,629
2021-12-07,Norfolk,Wellesley,65-74 Years,2621,2653,2180,,,473
2021-12-07,Norfolk,Wellesley,75+ Years,2135,2419,2036,,,383
2021-12-07,Norfolk,Wellesley,Total,29713,25319,21258,,,4061
2021-12-14,Suffolk,Chelsea,5-11 Years,3144,900,349,,,551
2021-12-14,Suffolk,Chelsea,12-15 Years,1768,1863,1574,,,289
2021-12-14,Suffolk,Chelsea,16-19 Years,1762,1933,1566,,,367
2021-12-14,Suffolk,Chelsea,20-29 Years,6170,6032,4967,,,1065
2021-12-14,Suffolk,Chelsea,30-49 Years,11744,12997,11037,,,1960
2021-12-14,Suffolk,Chelsea,50-64 Years,5861,6724,5854,,,870
2021-12-14,Suffolk,Chelsea,65-74 Years,2092,2439,2172,,,267
2021-12-14,Suffolk,Chelsea,75+ Years,1471,1665,1438,,,227
2021-12-14,Suffolk,Chelsea,Total,36918,34554,28957,,,5597
2021-12-14,Suffolk,Revere,5-11 Years,4263,1014,436,,,578
2021-12-14,Suffolk,Revere,12-15 Years,2613,2221,1937,,,284
2021-12-14,Suffolk,Revere,16-19 Years,2844,2434,2133,,,301
2021-12-14,Suffolk,Revere,20-29 Years,8303,7904,6798,,,1106
2021-12-14,Suffolk,Revere,30-49 Years,17705,17137,15211,,,1926
2021-12-14,Suffolk,Revere,50-64 Years,12184,10776,9733,,,1043
2021-12-14,Suffolk,Revere,65-74 Years,5047,4671,4191,,,480
2021-12-14,Suffolk,Revere,75+ Years,4312,3453,2966,,,487
2021-12-14,Suffolk,Revere,Total,60849,49610,43405,,,6205
2021-12-14,Middlesex,Newton,5-11 Years,7107,5904,4660,,,1244
2021-12-14,Middlesex,Newton,12-15 Years,4932,5724,5201,,,523
2021-12-14,Middlesex,Newton,16-19 Years,8329,5459,4869,,,590
2021-12-14,Middlesex,Newton,20-29 Years,12487,9895,8524,,,1371
2021-12-14,Middlesex,Newton,30-49 Years,19706,22304,19682,,,2622
2021-12-14,Middlesex,Newton,50-64 Years,17494,19923,17594,,,2329
2021-12-14,Middlesex,Newton,65-74 Years,9938,11965,10090,,,1875
2021-12-14,Middlesex,Newton,75+ Years,7438,8832,7495,,,1337
2021-12-14,Middlesex,Newton,Total,91690,90008,78115,,,11893
2021-12-14,Norfolk,Wellesley,5-11 Years,2692,1897,1071,,,826
2021-12-14,Norfolk,Wellesley,12-15 Years,1831,1949,1794,,,155
2021-12-14,Norfolk,Wellesley,16-19 Years,3319,2248,1915,,,333
2021-12-14,Norfolk,Wellesley,20-29 Years,4462,3091,2510,,,581
2021-12-14,Norfolk,Wellesley,30-49 Years,5413,5264,4695,,,569
2021-12-14,Norfolk,Wellesley,50-64 Years,5510,6067,5393,,,674
2021-12-14,Norfolk,Wellesley,65-74 Years,2621,2666,2183,,,483
2021-12-14,Norfolk,Wellesley,75+ Years,2135,2433,2045,,,388
2021-12-14,Norfolk,Wellesley,Total,29713,25618,21606,,,4012
2021-12-21,Suffolk,Chelsea,5-11 Years,3144,1015,399,,,616
2021-12-21,Suffolk,Chelsea,12-15 Years,1768,1885,1585,4,,300
2021-12-21,Suffolk,Chelsea,16-19 Years,1762,1951,1569,91,,382
2021-12-21,Suffolk,Chelsea,20-29 Years,6170,6084,4987,652,,1097
2021-12-21,Suffolk,Chelsea,30-49 Years,11744,13061,11068,2351,,1993
2021-12-21,Suffolk,Chelsea,50-64 Years,5861,6760,5863,2121,,897
2021-12-21,Suffolk,Chelsea,65-74 Years,2092,2463,2179,1225,,284
2021-12-21,Suffolk,Chelsea,75+ Years,1471,1670,1439,859,,231
2021-12-21,Suffolk,Chelsea,Total,36918,34890,29089,7303,,5801
2021-12-21,Suffolk,Revere,5-11 Years,4263,1155,514,,,641
2021-12-21,Suffolk,Revere,12-15 Years,2613,2237,1951,1,,286
2021-12-21,Suffolk,Revere,16-19 Years,2844,2450,2134,148,,316
2021-12-21,Suffolk,Revere,20-29 Years,8303,7981,6816,878,,1165
2021-12-21,Suffolk,Revere,30-49 Years,17705,17255,15240,3037,,2015
2021-12-21,Suffolk,Revere,50-64 Years,12184,10847,9753,3282,,1094
2021-12-21,Suffolk,Revere,65-74 Years,5047,4693,4202,2236,,491
2021-12-21,Suffolk,Revere,75+ Years,4312,3471,2973,1767,,498
2021-12-21,Suffolk,Revere,Total,60849,50089,43583,11349,,6506
2021-12-21,Middlesex,Newton,5-11 Years,7107,6074,4982,1,,1092
2021-12-21,Middlesex,Newton,12-15 Years,4932,5733,5213,20,,520
2021-12-21,Middlesex,Newton,16-19 Years,8329,5548,4896,1125,,652
2021-12-21,Middlesex,Newton,20-29 Years,12487,10095,8551,2851,,1544
2021-12-21,Middlesex,Newton,30-49 Years,19706,22492,19724,10303,,2768
2021-12-21,Middlesex,Newton,50-64 Years,17494,20029,17618,10854,,2411
2021-12-21,Middlesex,Newton,65-74 Years,9938,11978,10093,7088,,1885
2021-12-21,Middlesex,Newton,75+ Years,7438,8851,7510,5501,,1341
2021-12-21,Middlesex,Newton,Total,91690,90802,78587,37743,,12215
2021-12-21,Norfolk,Wellesley,5-11 Years,2692,1955,1183,,,772
2021-12-21,Norfolk,Wellesley,12-15 Years,1831,1956,1799,6,,157
2021-12-21,Norfolk,Wellesley,16-19 Years,3319,2288,1927,436,,361
2021-12-21,Norfolk,Wellesley,20-29 Years,4462,3235,2544,860,,691
2021-12-21,Norfolk,Wellesley,30-49 Years,5413,5318,4714,2684,,604
2021-12-21,Norfolk,Wellesley,50-64 Years,5510,6109,5400,3552,,709
2021-12-21,Norfolk,Wellesley,65-74 Years,2621,2677,2193,1588,,484
2021-12-21,Norfolk,Wellesley,75+ Years,2135,2432,2048,1497,,384
2021-12-21,Norfolk,Wellesley,Total,29713,25973,21808,10623,,4165
2021-12-28,Suffolk,Chelsea,5-11 Years,3144,1075,444,0,,631
2021-12-28,Suffolk,Chelsea,12-15 Years,1768,1899,1592,4,,307
2021-12-28,Suffolk,Chelsea,16-19 Years,1762,1977,1583,116,,394
2021-12-28,Suffolk,Chelsea,20-29 Years,6170,6130,5006,732,,1124
2021-12-28,Suffolk,Chelsea,30-49 Years,11744,13130,11104,2570,,2026
2021-12-28,Suffolk,Chelsea,50-64 Years,5861,6789,5882,2297,,907
2021-12-28,Suffolk,Chelsea,65-74 Years,2092,2467,2177,1254,,290
2021-12-28,Suffolk,Chelsea,75+ Years,1471,1676,1443,898,,233
2021-12-28,Suffolk,Chelsea,Total,36918,35144,29231,7871,,5913
2021-12-28,Suffolk,Revere,5-11 Years,4263,1232,593,0,,639
2021-12-28,Suffolk,Revere,12-15 Years,2613,2254,1967,1,,287
2021-12-28,Suffolk,Revere,16-19 Years,2844,2463,2141,198,,322
2021-12-28,Suffolk,Revere,20-29 Years,8303,8035,6833,1028,,1202
2021-12-28,Suffolk,Revere,30-49 Years,17705,17345,15289,3424,,2056
2021-12-28,Suffolk,Revere,50-64 Years,12184,10871,9764,3580,,1107
2021-12-28,Suffolk,Revere,65-74 Years,5047,4695,4209,2374,,486
2021-12-28,Suffolk,Revere,75+ Years,4312,3468,2977,1828,,491
2021-12-28,Suffolk,Revere,Total,60849,50363,43773,12433,,6590
2021-12-28,Middlesex,Newton,5-11 Years,7107,6168,5200,1,,968
2021-12-28,Middlesex,Newton,12-15 Years,4932,5739,5229,26,,510
2021-12-28,Middlesex,Newton,16-19 Years,8329,5626,4930,1740,,696
2021-12-28,Middlesex,Newton,20-29 Years,12487,10286,8579,3369,,1707
2021-12-28,Middlesex,Newton,30-49 Years,19706,22553,19751,11086,,2802
2021-12-28,Middlesex,Newton,50-64 Years,17494,20010,17617,11502,,2393
2021-12-28,Middlesex,Newton,65-74 Years,9938,11906,10104,7308,,1802
2021-12-28,Middlesex,Newton,75+ Years,7438,8788,7517,5657,,1271
2021-12-28,Middlesex,Newton,Total,91690,91078,78927,40689,,12151
2021-12-28,Norfolk,Wellesley,5-11 Years,2692,1999,1251,,,748
2021-12-28,Norfolk,Wellesley,12-15 Years,1831,1961,1798,8,,163
2021-12-28,Norfolk,Wellesley,16-19 Years,3319,2307,1936,666,,371
2021-12-28,Norfolk,Wellesley,20-29 Years,4462,3337,2567,1007,,770
2021-12-28,Norfolk,Wellesley,30-49 Years,5413,5324,4718,2863,,606
2021-12-28,Norfolk,Wellesley,50-64 Years,5510,6120,5406,3750,,714
2021-12-28,Norfolk,Wellesley,65-74 Years,2621,2672,2196,1627,,476
2021-12-28,Norfolk,Wellesley,75+ Years,2135,2421,2060,1544,,361
2021-12-28,Norfolk,Wellesley,Total,29713,26144,21932,11465,,4212
2022-01-04,Suffolk,Chelsea,5-11 Years,3144,1174,556,0,,618
2022-01-04,Suffolk,Chelsea,12-15 Years,1768,1924,1605,4,,319
2022-01-04,Suffolk,Chelsea,16-19 Years,1762,2005,1597,140,,408
2022-01-04,Suffolk,Chelsea,20-29 Years,6170,6196,5033,813,,1163
2022-01-04,Suffolk,Chelsea,30-49 Years,11744,13223,11135,2818,,2088
2022-01-04,Suffolk,Chelsea,50-64 Years,5861,6826,5899,2468,,927
2022-01-04,Suffolk,Chelsea,65-74 Years,2092,2475,2180,1295,,295
2022-01-04,Suffolk,Chelsea,75+ Years,1471,1674,1440,914,,234
2022-01-04,Suffolk,Chelsea,Total,36918,35498,29445,8452,,6053
2022-01-04,Suffolk,Revere,5-11 Years,4263,1359,747,0,,612
2022-01-04,Suffolk,Revere,12-15 Years,2613,2281,1975,2,,306
2022-01-04,Suffolk,Revere,16-19 Years,2844,2486,2150,252,,336
2022-01-04,Suffolk,Revere,20-29 Years,8303,8071,6856,1174,,1215
2022-01-04,Suffolk,Revere,30-49 Years,17705,17412,15307,3778,,2105
2022-01-04,Suffolk,Revere,50-64 Years,12184,10932,9779,3853,,1153
2022-01-04,Suffolk,Revere,65-74 Years,5047,4700,4210,2466,,490
2022-01-04,Suffolk,Revere,75+ Years,4312,3469,2981,1881,,488
2022-01-04,Suffolk,Revere,Total,60849,50710,44005,13406,,6705
2022-01-04,Middlesex,Newton,5-11 Years,7107,6301,5463,1,,838
2022-01-04,Middlesex,Newton,12-15 Years,4932,5752,5248,33,,504
2022-01-04,Middlesex,Newton,16-19 Years,8329,5686,4953,2172,,733
2022-01-04,Middlesex,Newton,20-29 Years,12487,10403,8597,3742,,1806
2022-01-04,Middlesex,Newton,30-49 Years,19706,22551,19778,11668,,2773
2022-01-04,Middlesex,Newton,50-64 Years,17494,19961,17645,12027,,2316
2022-01-04,Middlesex,Newton,65-74 Years,9938,11811,10116,7523,,1695
2022-01-04,Middlesex,Newton,75+ Years,7438,8731,7531,5790,,1200
2022-01-04,Middlesex,Newton,Total,91690,91198,79331,42956,,11867
2022-01-04,Norfolk,Wellesley,5-11 Years,2692,2124,1749,,,375
2022-01-04,Norfolk,Wellesley,12-15 Years,1831,1964,1803,10,,161
2022-01-04,Norfolk,Wellesley,16-19 Years,3319,2317,1941,811,,376
2022-01-04,Norfolk,Wellesley,20-29 Years,4462,3396,2584,1112,,812
2022-01-04,Norfolk,Wellesley,30-49 Years,5413,5326,4725,2976,,601
2022-01-04,Norfolk,Wellesley,50-64 Years,5510,6101,5404,3893,,697
2022-01-04,Norfolk,Wellesley,65-74 Years,2621,2647,2197,1665,,450
2022-01-04,Norfolk,Wellesley,75+ Years,2135,2409,2062,1572,,347
2022-01-04,Norfolk,Wellesley,Total,29713,26286,22465,12039,,3821
2022-01-11,Suffolk,Chelsea,5-11 Years,3144,1346,671,0,,675
2022-01-11,Suffolk,Chelsea,12-15 Years,1768,1956,1632,39,,324
2022-01-11,Suffolk,Chelsea,16-19 Years,1762,2040,1606,193,,434
2022-01-11,Suffolk,Chelsea,20-29 Years,6170,6287,5066,947,,1221
2022-01-11,Suffolk,Chelsea,30-49 Years,11744,13349,11193,3154,,2156
2022-01-11,Suffolk,Chelsea,50-64 Years,5861,6844,5920,2647,,924
2022-01-11,Suffolk,Chelsea,65-74 Years,2092,2479,2184,1351,,295
2022-01-11,Suffolk,Chelsea,75+ Years,1471,1669,1442,950,,227
2022-01-11,Suffolk,Chelsea,Total,36918,35971,29714,9281,,6257
2022-01-11,Suffolk,Revere,5-11 Years,4263,1508,902,0,,606
2022-01-11,Suffolk,Revere,12-15 Years,2613,2304,1989,17,,315
2022-01-11,Suffolk,Revere,16-19 Years,2844,2511,2160,343,,351
2022-01-11,Suffolk,Revere,20-29 Years,8303,8171,6891,1376,,1280
2022-01-11,Suffolk,Revere,30-49 Years,17705,17544,15372,4263,,2172
2022-01-11,Suffolk,Revere,50-64 Years,12184,10965,9808,4216,,1157
2022-01-11,Suffolk,Revere,65-74 Years,5047,4702,4222,2579,,480
2022-01-11,Suffolk,Revere,75+ Years,4312,3455,2986,1947,,469
2022-01-11,Suffolk,Revere,Total,60849,51160,44330,14741,,6830
2022-01-11,Middlesex,Newton,5-11 Years,7107,6441,5620,2,,821
2022-01-11,Middlesex,Newton,12-15 Years,4932,5778,5278,641,,500
2022-01-11,Middlesex,Newton,16-19 Years,8329,5746,4974,2480,,772
2022-01-11,Middlesex,Newton,20-29 Years,12487,10491,8648,4162,,1843
2022-01-11,Middlesex,Newton,30-49 Years,19706,22475,19836,12464,,2639
2022-01-11,Middlesex,Newton,50-64 Years,17494,19802,17673,12728,,2129
2022-01-11,Middlesex,Newton,65-74 Years,9938,11570,10125,7861,,1445
2022-01-11,Middlesex,Newton,75+ Years,7438,8591,7543,6022,,1048
2022-01-11,Middlesex,Newton,Total,91690,90896,79697,46360,,11199
2022-01-11,Norfolk,Wellesley,5-11 Years,2692,2164,1783,1,,381
2022-01-11,Norfolk,Wellesley,12-15 Years,1831,1981,1826,208,,155
2022-01-11,Norfolk,Wellesley,16-19 Years,3319,2334,1947,938,,387
2022-01-11,Norfolk,Wellesley,20-29 Years,4462,3442,2596,1226,,846
2022-01-11,Norfolk,Wellesley,30-49 Years,5413,5301,4739,3145,,562
2022-01-11,Norfolk,Wellesley,50-64 Years,5510,6032,5422,4103,,610
2022-01-11,Norfolk,Wellesley,65-74 Years,2621,2585,2206,1744,,379
2022-01-11,Norfolk,Wellesley,75+ Years,2135,2364,2065,1637,,299
2022-01-11,Norfolk,Wellesley,Total,29713,26205,22584,13002,,3621
2022-01-18,Suffolk,Chelsea,5-11 Years,3144,1434,720,0,,714
2022-01-18,Suffolk,Chelsea,12-15 Years,1768,1999,1647,64,,352
2022-01-18,Suffolk,Chelsea,16-19 Years,1762,2067,1611,234,,456
2022-01-18,Suffolk,Chelsea,20-29 Years,6170,6424,5099,1055,,1325
2022-01-18,Suffolk,Chelsea,30-49 Years,11744,13458,11221,3395,,2237
2022-01-18,Suffolk,Chelsea,50-64 Years,5861,6881,5937,2821,,944
2022-01-18,Suffolk,Chelsea,65-74 Years,2092,2488,2190,1395,,298
2022-01-18,Suffolk,Chelsea,75+ Years,1471,1674,1446,977,,228
2022-01-18,Suffolk,Chelsea,Total,36918,36426,29871,9941,,6555
2022-01-18,Suffolk,Revere,5-11 Years,4263,1636,964,0,,672
2022-01-18,Suffolk,Revere,12-15 Years,2613,2333,2005,41,,328
2022-01-18,Suffolk,Revere,16-19 Years,2844,2564,2179,415,,385
2022-01-18,Suffolk,Revere,20-29 Years,8303,8314,6924,1576,,1390
2022-01-18,Suffolk,Revere,30-49 Years,17705,17761,15436,4664,,2325
2022-01-18,Suffolk,Revere,50-64 Years,12184,11016,9842,4552,,1174
2022-01-18,Suffolk,Revere,65-74 Years,5047,4716,4230,2685,,486
2022-01-18,Suffolk,Revere,75+ Years,4312,3462,2985,2005,,477
2022-01-18,Suffolk,Revere,Total,60849,51802,44565,15938,,7237
2022-01-18,Middlesex,Newton,5-11 Years,7107,6532,5729,2,,803
2022-01-18,Middlesex,Newton,12-15 Years,4932,5858,5309,1403,,549
2022-01-18,Middlesex,Newton,16-19 Years,8329,5804,4994,2804,,810
2022-01-18,Middlesex,Newton,20-29 Years,12487,10632,8672,4451,,1960
2022-01-18,Middlesex,Newton,30-49 Years,19706,22596,19876,12957,,2720
2022-01-18,Middlesex,Newton,50-64 Years,17494,19851,17698,13082,,2153
2022-01-18,Middlesex,Newton,65-74 Years,9938,11558,10133,7981,,1425
2022-01-18,Middlesex,Newton,75+ Years,7438,8594,7546,6124,,1048
2022-01-18,Middlesex,Newton,Total,91690,91427,79957,48804,,11470
2022-01-18,Norfolk,Wellesley,5-11 Years,2692,2190,1830,1,,360
2022-01-18,Norfolk,Wellesley,12-15 Years,1831,1991,1836,393,,155
2022-01-18,Norfolk,Wellesley,16-19 Years,3319,2359,1956,1100,,403
2022-01-18,Norfolk,Wellesley,20-29 Years,4462,3518,2622,1320,,896
2022-01-18,Norfolk,Wellesley,30-49 Years,5413,5327,4744,3252,,583
2022-01-18,Norfolk,Wellesley,50-64 Years,5510,6039,5431,4199,,608
2022-01-18,Norfolk,Wellesley,65-74 Years,2621,2581,2211,1775,,370
2022-01-18,Norfolk,Wellesley,75+ Years,2135,2366,2071,1678,,295
2022-01-18,Norfolk,Wellesley,Total,29713,26373,22701,13718,,3672
2022-01-25,Suffolk,Chelsea,5-11 Years,3144,1554,834,0,,720
2022-01-25,Suffolk,Chelsea,12-15 Years,1768,2054,1667,107,,387
2022-01-25,Suffolk,Chelsea,16-19 Years,1762,2123,1630,298,,493
